starttime	seconds	ctime	dtime	ttime	wait
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	4
Thu Jan 06 20:52:38 2022	1641498758	3	6	9	4
Thu Jan 06 20:52:38 2022	1641498758	5	3	9	3
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	4
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	4
Thu Jan 06 20:52:38 2022	1641498758	3	6	9	3
Thu Jan 06 20:52:38 2022	1641498758	3	5	9	4
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	4
Thu Jan 06 20:52:38 2022	1641498758	3	6	9	2
Thu Jan 06 20:52:38 2022	1641498758	2	6	9	3
Thu Jan 06 20:52:38 2022	1641498758	4	4	9	3
Thu Jan 06 20:52:38 2022	1641498758	3	5	9	4
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	3
Thu Jan 06 20:52:38 2022	1641498758	5	4	9	3
Thu Jan 06 20:52:38 2022	1641498758	4	4	9	3
Thu Jan 06 20:52:38 2022	1641498758	3	5	9	2
Thu Jan 06 20:52:38 2022	1641498758	3	6	9	3
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	4
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	4
Thu Jan 06 20:52:38 2022	1641498758	5	4	9	2
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	4
Thu Jan 06 20:52:38 2022	1641498758	5	4	9	1
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	4
Thu Jan 06 20:52:38 2022	1641498758	3	6	9	4
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	3
Thu Jan 06 20:52:38 2022	1641498758	5	4	9	3
Thu Jan 06 20:52:38 2022	1641498758	2	7	9	5
Thu Jan 06 20:52:38 2022	1641498758	3	6	9	2
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	3
Thu Jan 06 20:52:38 2022	1641498758	3	6	9	2
Thu Jan 06 20:52:38 2022	1641498758	5	4	9	2
Thu Jan 06 20:52:38 2022	1641498758	3	6	9	4
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	4
Thu Jan 06 20:52:38 2022	1641498758	3	6	9	5
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	4
Thu Jan 06 20:52:38 2022	1641498758	3	6	9	5
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	4
Thu Jan 06 20:52:38 2022	1641498758	4	4	9	2
Thu Jan 06 20:52:38 2022	1641498758	3	6	9	3
Thu Jan 06 20:52:38 2022	1641498758	3	5	9	2
Thu Jan 06 20:52:38 2022	1641498758	3	6	9	3
Thu Jan 06 20:52:38 2022	1641498758	5	4	9	1
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	4
Thu Jan 06 20:52:38 2022	1641498758	3	6	9	3
Thu Jan 06 20:52:38 2022	1641498758	5	4	9	2
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	2
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	2
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	4
Thu Jan 06 20:52:38 2022	1641498758	2	7	9	6
Thu Jan 06 20:52:38 2022	1641498758	3	6	9	3
Thu Jan 06 20:52:38 2022	1641498758	2	6	9	5
Thu Jan 06 20:52:38 2022	1641498758	5	4	9	1
Thu Jan 06 20:52:38 2022	1641498758	5	4	9	3
Thu Jan 06 20:52:38 2022	1641498758	3	6	9	3
Thu Jan 06 20:52:38 2022	1641498758	3	6	9	2
Thu Jan 06 20:52:38 2022	1641498758	3	6	9	3
Thu Jan 06 20:52:38 2022	1641498758	5	4	9	1
Thu Jan 06 20:52:38 2022	1641498758	3	5	9	2
Thu Jan 06 20:52:38 2022	1641498758	5	4	9	2
Thu Jan 06 20:52:38 2022	1641498758	5	3	9	2
Thu Jan 06 20:52:38 2022	1641498758	3	6	9	3
Thu Jan 06 20:52:38 2022	1641498758	5	4	9	2
Thu Jan 06 20:52:38 2022	1641498758	3	6	9	3
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	3
Thu Jan 06 20:52:38 2022	1641498758	5	4	9	1
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	4
Thu Jan 06 20:52:38 2022	1641498758	2	7	9	6
Thu Jan 06 20:52:38 2022	1641498758	3	6	9	6
Thu Jan 06 20:52:38 2022	1641498758	2	7	9	6
Thu Jan 06 20:52:38 2022	1641498758	2	7	9	6
Thu Jan 06 20:52:38 2022	1641498758	3	6	9	4
Thu Jan 06 20:52:38 2022	1641498758	2	7	9	6
Thu Jan 06 20:52:38 2022	1641498758	5	4	9	2
Thu Jan 06 20:52:38 2022	1641498758	5	4	9	2
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	3
Thu Jan 06 20:52:38 2022	1641498758	5	4	9	2
Thu Jan 06 20:52:38 2022	1641498758	5	4	9	2
Thu Jan 06 20:52:38 2022	1641498758	5	4	9	3
Thu Jan 06 20:52:38 2022	1641498758	3	6	9	6
Thu Jan 06 20:52:38 2022	1641498758	6	3	9	2
Thu Jan 06 20:52:38 2022	1641498758	5	4	9	2
Thu Jan 06 20:52:38 2022	1641498758	5	4	9	2
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	4
Thu Jan 06 20:52:38 2022	1641498758	3	6	9	3
Thu Jan 06 20:52:38 2022	1641498758	5	4	9	1
Thu Jan 06 20:52:38 2022	1641498758	3	6	9	3
Thu Jan 06 20:52:38 2022	1641498758	3	6	9	5
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	4
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	4
Thu Jan 06 20:52:38 2022	1641498758	3	6	9	6
Thu Jan 06 20:52:38 2022	1641498758	2	7	9	6
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	4
Thu Jan 06 20:52:38 2022	1641498758	6	3	9	2
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	4
Thu Jan 06 20:52:38 2022	1641498758	6	3	9	2
Thu Jan 06 20:52:38 2022	1641498758	3	6	9	3
Thu Jan 06 20:52:38 2022	1641498758	3	6	9	5
Thu Jan 06 20:52:38 2022	1641498758	6	3	9	2
Thu Jan 06 20:52:38 2022	1641498758	3	6	9	3
Thu Jan 06 20:52:38 2022	1641498758	5	4	9	1
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	3
Thu Jan 06 20:52:38 2022	1641498758	3	6	9	5
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	4
Thu Jan 06 20:52:38 2022	1641498758	5	5	9	1
Thu Jan 06 20:52:38 2022	1641498758	3	6	9	5
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	4
Thu Jan 06 20:52:38 2022	1641498758	5	5	9	2
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	3
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	3
Thu Jan 06 20:52:38 2022	1641498758	3	7	9	5
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	4
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	2
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	3
Thu Jan 06 20:52:38 2022	1641498758	6	3	9	2
Thu Jan 06 20:52:38 2022	1641498758	6	4	9	2
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	2
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	4
Thu Jan 06 20:52:38 2022	1641498758	2	7	9	6
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	2
Thu Jan 06 20:52:38 2022	1641498758	5	4	9	2
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	2
Thu Jan 06 20:52:38 2022	1641498758	2	7	9	5
Thu Jan 06 20:52:38 2022	1641498758	3	7	9	2
Thu Jan 06 20:52:38 2022	1641498758	7	3	9	2
Thu Jan 06 20:52:38 2022	1641498758	2	7	9	6
Thu Jan 06 20:52:38 2022	1641498758	5	4	9	2
Thu Jan 06 20:52:38 2022	1641498758	4	6	9	4
Thu Jan 06 20:52:38 2022	1641498758	3	6	9	6
Thu Jan 06 20:52:38 2022	1641498758	3	6	9	5
Thu Jan 06 20:52:38 2022	1641498758	5	4	9	2
Thu Jan 06 20:52:38 2022	1641498758	5	4	9	2
Thu Jan 06 20:52:38 2022	1641498758	2	7	9	6
Thu Jan 06 20:52:38 2022	1641498758	3	6	9	6
Thu Jan 06 20:52:38 2022	1641498758	5	4	9	2
Thu Jan 06 20:52:38 2022	1641498758	6	3	9	2
Thu Jan 06 20:52:38 2022	1641498758	5	4	9	3
Thu Jan 06 20:52:38 2022	1641498758	3	7	9	5
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	1
Thu Jan 06 20:52:38 2022	1641498758	3	6	9	6
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	1
Thu Jan 06 20:52:38 2022	1641498758	2	7	9	6
Thu Jan 06 20:52:38 2022	1641498758	2	7	9	6
Thu Jan 06 20:52:38 2022	1641498758	3	6	9	6
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	2
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	3
Thu Jan 06 20:52:38 2022	1641498758	5	5	9	2
Thu Jan 06 20:52:38 2022	1641498758	5	4	9	2
Thu Jan 06 20:52:38 2022	1641498758	5	4	9	2
Thu Jan 06 20:52:38 2022	1641498758	3	7	9	5
Thu Jan 06 20:52:38 2022	1641498758	3	7	9	5
Thu Jan 06 20:52:38 2022	1641498758	6	4	9	2
Thu Jan 06 20:52:38 2022	1641498758	5	5	9	3
Thu Jan 06 20:52:38 2022	1641498758	3	6	9	4
Thu Jan 06 20:52:38 2022	1641498758	2	7	9	6
Thu Jan 06 20:52:38 2022	1641498758	3	7	9	5
Thu Jan 06 20:52:38 2022	1641498758	5	5	9	3
Thu Jan 06 20:52:38 2022	1641498758	5	4	9	2
Thu Jan 06 20:52:38 2022	1641498758	3	6	9	5
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	2
Thu Jan 06 20:52:38 2022	1641498758	6	4	9	2
Thu Jan 06 20:52:38 2022	1641498758	3	6	9	6
Thu Jan 06 20:52:38 2022	1641498758	5	5	9	3
Thu Jan 06 20:52:38 2022	1641498758	5	5	9	3
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	2
Thu Jan 06 20:52:38 2022	1641498758	5	4	9	2
Thu Jan 06 20:52:38 2022	1641498758	2	7	9	2
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	3
Thu Jan 06 20:52:38 2022	1641498758	5	5	9	3
Thu Jan 06 20:52:38 2022	1641498758	3	6	9	5
Thu Jan 06 20:52:38 2022	1641498758	3	6	9	6
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	3
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	3
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	2
Thu Jan 06 20:52:38 2022	1641498758	6	3	9	3
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	5
Thu Jan 06 20:52:38 2022	1641498758	3	7	9	2
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	3
Thu Jan 06 20:52:38 2022	1641498758	6	3	9	3
Thu Jan 06 20:52:38 2022	1641498758	5	5	9	1
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	3
Thu Jan 06 20:52:38 2022	1641498758	3	6	9	3
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	5
Thu Jan 06 20:52:38 2022	1641498758	5	4	9	2
Thu Jan 06 20:52:38 2022	1641498758	3	6	9	5
Thu Jan 06 20:52:38 2022	1641498758	3	6	9	4
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	4
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	3
Thu Jan 06 20:52:38 2022	1641498758	5	4	9	2
Thu Jan 06 20:52:38 2022	1641498758	4	6	9	5
Thu Jan 06 20:52:38 2022	1641498758	4	6	9	5
Thu Jan 06 20:52:38 2022	1641498758	5	4	9	2
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	3
Thu Jan 06 20:52:38 2022	1641498758	2	8	9	6
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	2
Thu Jan 06 20:52:38 2022	1641498758	4	6	9	5
Thu Jan 06 20:52:38 2022	1641498758	4	6	9	5
Thu Jan 06 20:52:38 2022	1641498758	4	6	9	3
Thu Jan 06 20:52:38 2022	1641498758	4	6	9	5
Thu Jan 06 20:52:38 2022	1641498758	6	4	9	2
Thu Jan 06 20:52:38 2022	1641498758	5	4	9	2
Thu Jan 06 20:52:38 2022	1641498758	4	6	9	5
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	2
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	2
Thu Jan 06 20:52:38 2022	1641498758	6	3	9	3
Thu Jan 06 20:52:38 2022	1641498758	4	6	9	5
Thu Jan 06 20:52:38 2022	1641498758	2	8	9	6
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	5
Thu Jan 06 20:52:38 2022	1641498758	3	7	9	5
Thu Jan 06 20:52:38 2022	1641498758	4	6	9	5
Thu Jan 06 20:52:38 2022	1641498758	4	6	9	5
Thu Jan 06 20:52:38 2022	1641498758	2	7	9	6
Thu Jan 06 20:52:38 2022	1641498758	3	6	9	5
Thu Jan 06 20:52:38 2022	1641498758	6	3	9	3
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	2
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	4
Thu Jan 06 20:52:38 2022	1641498758	6	4	9	2
Thu Jan 06 20:52:38 2022	1641498758	7	3	9	2
Thu Jan 06 20:52:38 2022	1641498758	5	5	9	3
Thu Jan 06 20:52:38 2022	1641498758	4	6	9	5
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	3
Thu Jan 06 20:52:38 2022	1641498758	6	3	9	3
Thu Jan 06 20:52:38 2022	1641498758	6	3	9	3
Thu Jan 06 20:52:38 2022	1641498758	4	6	9	3
Thu Jan 06 20:52:38 2022	1641498758	6	3	9	3
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	3
Thu Jan 06 20:52:38 2022	1641498758	5	5	9	3
Thu Jan 06 20:52:38 2022	1641498758	5	5	9	2
Thu Jan 06 20:52:38 2022	1641498758	6	4	9	2
Thu Jan 06 20:52:38 2022	1641498758	4	6	9	5
Thu Jan 06 20:52:38 2022	1641498758	5	5	9	3
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	4
Thu Jan 06 20:52:38 2022	1641498758	6	4	9	3
Thu Jan 06 20:52:38 2022	1641498758	7	3	9	2
Thu Jan 06 20:52:38 2022	1641498758	6	4	9	3
Thu Jan 06 20:52:38 2022	1641498758	6	4	9	3
Thu Jan 06 20:52:38 2022	1641498758	3	6	9	5
Thu Jan 06 20:52:38 2022	1641498758	6	4	9	3
Thu Jan 06 20:52:38 2022	1641498758	5	4	9	2
Thu Jan 06 20:52:38 2022	1641498758	4	6	9	4
Thu Jan 06 20:52:38 2022	1641498758	6	4	9	2
Thu Jan 06 20:52:38 2022	1641498758	6	3	9	3
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	3
Thu Jan 06 20:52:38 2022	1641498758	6	4	9	3
Thu Jan 06 20:52:38 2022	1641498758	6	4	9	3
Thu Jan 06 20:52:38 2022	1641498758	6	4	9	3
Thu Jan 06 20:52:38 2022	1641498758	6	3	9	3
Thu Jan 06 20:52:38 2022	1641498758	6	4	9	3
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	2
Thu Jan 06 20:52:38 2022	1641498758	6	4	9	3
Thu Jan 06 20:52:38 2022	1641498758	5	4	9	4
Thu Jan 06 20:52:38 2022	1641498758	4	6	9	5
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	4
Thu Jan 06 20:52:38 2022	1641498758	6	3	9	2
Thu Jan 06 20:52:38 2022	1641498758	6	4	9	3
Thu Jan 06 20:52:38 2022	1641498758	6	4	9	3
Thu Jan 06 20:52:38 2022	1641498758	6	4	9	2
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	5
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	3
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	3
Thu Jan 06 20:52:38 2022	1641498758	5	4	9	4
Thu Jan 06 20:52:38 2022	1641498758	6	4	9	2
Thu Jan 06 20:52:38 2022	1641498758	4	6	9	2
Thu Jan 06 20:52:38 2022	1641498758	4	6	9	5
Thu Jan 06 20:52:38 2022	1641498758	5	5	9	3
Thu Jan 06 20:52:38 2022	1641498758	6	4	9	3
Thu Jan 06 20:52:38 2022	1641498758	6	4	9	3
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	5
Thu Jan 06 20:52:38 2022	1641498758	6	3	9	2
Thu Jan 06 20:52:38 2022	1641498758	4	6	9	5
Thu Jan 06 20:52:38 2022	1641498758	4	5	9	3
Thu Jan 06 20:52:38 2022	1641498758	3	6	9	5
Thu Jan 06 20:52:38 2022	1641498758	4	5	10	3
Thu Jan 06 20:52:38 2022	1641498758	4	6	10	5
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	2
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	3
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	3
Thu Jan 06 20:52:38 2022	1641498758	3	6	10	5
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	3
Thu Jan 06 20:52:38 2022	1641498758	4	5	10	3
Thu Jan 06 20:52:38 2022	1641498758	7	3	10	2
Thu Jan 06 20:52:38 2022	1641498758	4	5	10	4
Thu Jan 06 20:52:38 2022	1641498758	4	6	10	3
Thu Jan 06 20:52:38 2022	1641498758	2	7	10	6
Thu Jan 06 20:52:38 2022	1641498758	4	5	10	2
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	3
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	2
Thu Jan 06 20:52:38 2022	1641498758	3	6	10	5
Thu Jan 06 20:52:38 2022	1641498758	6	3	10	3
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	2
Thu Jan 06 20:52:38 2022	1641498758	4	5	10	5
Thu Jan 06 20:52:38 2022	1641498758	3	6	10	5
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	2
Thu Jan 06 20:52:38 2022	1641498758	4	5	10	3
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	3
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	3
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	3
Thu Jan 06 20:52:38 2022	1641498758	6	3	10	3
Thu Jan 06 20:52:38 2022	1641498758	4	5	10	4
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	2
Thu Jan 06 20:52:38 2022	1641498758	5	4	10	2
Thu Jan 06 20:52:38 2022	1641498758	5	4	10	4
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	2
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	2
Thu Jan 06 20:52:38 2022	1641498758	3	7	10	5
Thu Jan 06 20:52:38 2022	1641498758	5	4	10	2
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	2
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	2
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	3
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	3
Thu Jan 06 20:52:38 2022	1641498758	6	3	10	3
Thu Jan 06 20:52:38 2022	1641498758	3	7	10	5
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	2
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	2
Thu Jan 06 20:52:38 2022	1641498758	5	4	10	3
Thu Jan 06 20:52:38 2022	1641498758	4	5	10	5
Thu Jan 06 20:52:38 2022	1641498758	5	4	10	2
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	2
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	3
Thu Jan 06 20:52:38 2022	1641498758	7	3	10	2
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	3
Thu Jan 06 20:52:38 2022	1641498758	3	7	10	5
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	3
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	2
Thu Jan 06 20:52:38 2022	1641498758	6	3	10	3
Thu Jan 06 20:52:38 2022	1641498758	4	5	10	4
Thu Jan 06 20:52:38 2022	1641498758	4	6	10	5
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	2
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	3
Thu Jan 06 20:52:38 2022	1641498758	6	3	10	3
Thu Jan 06 20:52:38 2022	1641498758	4	6	10	5
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	3
Thu Jan 06 20:52:38 2022	1641498758	4	6	10	3
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	3
Thu Jan 06 20:52:38 2022	1641498758	3	6	10	5
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	4
Thu Jan 06 20:52:38 2022	1641498758	6	3	10	3
Thu Jan 06 20:52:38 2022	1641498758	6	3	10	3
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	3
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	3
Thu Jan 06 20:52:38 2022	1641498758	4	5	10	5
Thu Jan 06 20:52:38 2022	1641498758	6	3	10	3
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	4
Thu Jan 06 20:52:38 2022	1641498758	4	6	10	5
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	2
Thu Jan 06 20:52:38 2022	1641498758	5	4	10	4
Thu Jan 06 20:52:38 2022	1641498758	6	3	10	3
Thu Jan 06 20:52:38 2022	1641498758	4	5	10	3
Thu Jan 06 20:52:38 2022	1641498758	4	5	10	5
Thu Jan 06 20:52:38 2022	1641498758	4	6	10	5
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	2
Thu Jan 06 20:52:38 2022	1641498758	4	6	10	3
Thu Jan 06 20:52:38 2022	1641498758	4	6	10	5
Thu Jan 06 20:52:38 2022	1641498758	7	3	10	2
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	3
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	3
Thu Jan 06 20:52:38 2022	1641498758	5	4	10	4
Thu Jan 06 20:52:38 2022	1641498758	4	6	10	2
Thu Jan 06 20:52:38 2022	1641498758	4	6	10	5
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	3
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	3
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	2
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	4
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	3
Thu Jan 06 20:52:38 2022	1641498758	3	7	10	5
Thu Jan 06 20:52:38 2022	1641498758	4	6	10	5
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	3
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	3
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	4
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	3
Thu Jan 06 20:52:38 2022	1641498758	4	5	10	3
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	3
Thu Jan 06 20:52:38 2022	1641498758	6	3	10	2
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	3
Thu Jan 06 20:52:38 2022	1641498758	5	4	10	2
Thu Jan 06 20:52:38 2022	1641498758	5	4	10	3
Thu Jan 06 20:52:38 2022	1641498758	4	6	10	3
Thu Jan 06 20:52:38 2022	1641498758	4	6	10	5
Thu Jan 06 20:52:38 2022	1641498758	5	4	10	4
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	2
Thu Jan 06 20:52:38 2022	1641498758	3	7	10	5
Thu Jan 06 20:52:38 2022	1641498758	6	3	10	3
Thu Jan 06 20:52:38 2022	1641498758	7	3	10	3
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	3
Thu Jan 06 20:52:38 2022	1641498758	4	6	10	3
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	3
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	2
Thu Jan 06 20:52:38 2022	1641498758	5	4	10	3
Thu Jan 06 20:52:38 2022	1641498758	6	3	10	3
Thu Jan 06 20:52:38 2022	1641498758	4	5	10	4
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	5
Thu Jan 06 20:52:38 2022	1641498758	3	7	10	5
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	2
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	3
Thu Jan 06 20:52:38 2022	1641498758	4	5	10	4
Thu Jan 06 20:52:38 2022	1641498758	4	6	10	5
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	1
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	3
Thu Jan 06 20:52:38 2022	1641498758	7	3	10	3
Thu Jan 06 20:52:38 2022	1641498758	5	4	10	4
Thu Jan 06 20:52:38 2022	1641498758	3	7	10	5
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	5
Thu Jan 06 20:52:38 2022	1641498758	4	6	10	5
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	2
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	2
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	1
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	3
Thu Jan 06 20:52:38 2022	1641498758	3	7	10	5
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	2
Thu Jan 06 20:52:38 2022	1641498758	7	3	10	3
Thu Jan 06 20:52:38 2022	1641498758	4	6	10	5
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	2
Thu Jan 06 20:52:38 2022	1641498758	4	6	10	5
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	4
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	4
Thu Jan 06 20:52:38 2022	1641498758	5	4	10	2
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	1
Thu Jan 06 20:52:38 2022	1641498758	4	6	10	5
Thu Jan 06 20:52:38 2022	1641498758	4	6	10	3
Thu Jan 06 20:52:38 2022	1641498758	4	6	10	5
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	2
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	2
Thu Jan 06 20:52:38 2022	1641498758	4	6	10	5
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	4
Thu Jan 06 20:52:38 2022	1641498758	3	7	10	5
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	4
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	2
Thu Jan 06 20:52:38 2022	1641498758	7	3	10	3
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	2
Thu Jan 06 20:52:38 2022	1641498758	7	3	10	3
Thu Jan 06 20:52:38 2022	1641498758	4	5	10	5
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	2
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	4
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	2
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	3
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	4
Thu Jan 06 20:52:38 2022	1641498758	3	7	10	5
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	2
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	2
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	2
Thu Jan 06 20:52:38 2022	1641498758	2	8	10	6
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	2
Thu Jan 06 20:52:38 2022	1641498758	2	8	10	6
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	2
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	2
Thu Jan 06 20:52:38 2022	1641498758	4	6	10	5
Thu Jan 06 20:52:38 2022	1641498758	6	4	10	3
Thu Jan 06 20:52:38 2022	1641498758	4	6	10	3
Thu Jan 06 20:52:38 2022	1641498758	4	6	10	5
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	4
Thu Jan 06 20:52:38 2022	1641498758	5	5	10	4
